N;REGION;DISTRICT;COMMUNE;FOKONTANY;CENTRE DE VOTE;CODE BV;BUREAU DE VOTE
6563;VAKINANKARATRA;FARATSIHO;FARATSIHO;MIADANANDRIANA;EPP MIADANANDRIANA;140604120101;EPP MIADANANDRIANA SALLE 01
6564;VAKINANKARATRA;FARATSIHO;FARATSIHO;FISORONANA;EPP FISORONANA;140604130101;EPP FISORONANA SALLE 01
6565;VAKINANKARATRA;FARATSIHO;FARATSIHO;FISORONANA;EPP FISORONANA;140604130102;EPP FISORONANA SALLE 02
6566;VAKINANKARATRA;FARATSIHO;FARATSIHO;TSARATANANA;EPP TSARATANANA;140604140101;EPP TSARATANANA SALLE 01
6567;VAKINANKARATRA;FARATSIHO;FARATSIHO;TSARATANANA;EPP TSARATANANA;140604140102;EPP TSARATANANA SALLE 02
6568;VAKINANKARATRA;FARATSIHO;FARATSIHO;TSARATANANA;EPP TSARATANANA;140604140103;EPP TSARATANANA SALLE 03
6569;VAKINANKARATRA;FARATSIHO;FARATSIHO;SOANIERANA;EPP ANDOHARIANA;140604150101;EPP ANDOHARIANA SALLE 01
6570;VAKINANKARATRA;FARATSIHO;FARATSIHO;SOANIERANA;EPP ANDOHARIANA;140604150102;EPP ANDOHARIANA SALLE 02
6571;VAKINANKARATRA;FARATSIHO;FARATSIHO;FIHAONANA;EPP FIHAONANA;140604160101;EPP FIHAONANA SALLE 01
6572;VAKINANKARATRA;FARATSIHO;FARATSIHO;DANGO;EPP DANGO;140604170101;EPP DANGO SALLE 01
6573;VAKINANKARATRA;FARATSIHO;FARATSIHO;DANGO;EPP DANGO;140604170102;EPP DANGO SALLE 02
6574;VAKINANKARATRA;FARATSIHO;FARATSIHO;ANTSIRA/TSIANDRAMANA;EPP ANTSIRA TSIANDRAMANA;140604180101;EPP ANTSIRA TSIANDRAMANA SALLE 01
6575;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;MIANDRARIVO;EPP MIANDRARIVO;140605010101;EPP MIANDRARIVO SALLE 01
6576;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;MIANDRARIVO;EPP MIANDRARIVO;140605010102;EPP MIANDRARIVO SALLE 02
6577;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;MIANDRARIVO;EPP MIANDRARIVO;140605010103;EPP MIANDRARIVO SALLE 03
6578;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;LOHAVOHITRA;EPP LOHAVOHITRA;140605020101;EPP LOHAVOHITRA SALLE 01
6579;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;LOHAVOHITRA;EPP LOHAVOHITRA;140605020102;EPP LOHAVOHITRA SALLE 02
6580;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;TOMPOMBOHITRA;EPP FENOARIVO;140605030101;EPP FENOARIVO SALLE 01
6581;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;TOMPOMBOHITRA;EPP FENOARIVO;140605030102;EPP FENOARIVO SALLE 02
6582;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;MAHATSINJO;ECOM AMBOHITROMBY;140605040101;ECOM AMBOHITROMBY SALLE 01
6583;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;MAHATSINJO;ECOM AMBOHITROMBY;140605040102;ECOM AMBOHITROMBY SALLE 02
6584;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;MAHATSINJO;ECOM AMBOHITROMBY;140605040103;ECOM AMBOHITROMBY SALLE 03
6585;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;ANDRANOMANJAKA;EPP AMBAZAHA;140605050101;EPP AMBAZAHA SALLE 01
6586;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;ANDRANOMANJAKA;EPP AMBAZAHA;140605050102;EPP AMBAZAHA SALLE 02
6587;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;AMBAVAHADIVATO;EPP AMBATOFOTSY;140605060101;EPP AMBATOFOTSY SALLE 01
6588;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;AMBAVAHADIVATO;EPP AMBATOFOTSY;140605060102;EPP AMBATOFOTSY SALLE 02
6589;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;MANGARIVOTRA;EPP ANTANETIKELY;140605070101;EPP ANTANETIKELY SALLE 01
6590;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;MANGARIVOTRA;EPP ANTANETIKELY;140605070102;EPP ANTANETIKELY SALLE 02
6591;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;MANGARIVOTRA;EPP ANTANETIKELY;140605070103;EPP ANTANETIKELY SALLE 03
6592;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;AMBARINOMBY;EPP MIADANA;140605080101;EPP MIADANA SALLE 01
6593;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;AMBARINOMBY;EPP MIADANA;140605080102;EPP MIADANA SALLE 02
6594;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;VOAHANGY;EPP FENOMANANA;140605090101;EPP FENOMANANA SALLE 01
6595;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;VOAHANGY;EPP FENOMANANA;140605090102;EPP FENOMANANA SALLE 02
6596;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;VOAHANGY;EPP FENOMANANA;140605090103;EPP FENOMANANA SALLE 03
6597;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;MANARINTSOA;EPP AMBOHITRINIBE;140605100101;EPP AMBOHITRINIBE SALLE 01
6598;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;MANARINTSOA;EPP AMBOHITRINIBE;140605100102;EPP AMBOHITRINIBE SALLE 02
6599;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;NAMANA;EPP ANTANETIBE;140605110101;EPP ANTANETIBE SALLE 01
6600;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;NAMANA;EPP ANTANETIBE;140605110102;EPP ANTANETIBE SALLE 02
6601;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;AMBOHIMANDROSO;EPP AMBOHIMENA;140605120101;EPP AMBOHIMENA SALLE 01
6602;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;AMBOHIMANDROSO;EPP AMBOHIMENA;140605120102;EPP AMBOHIMENA SALLE 02
6603;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;MANANETIVOHITRA;EPP MANANETIVOHITRA;140605130101;EPP MANANETIVOHITRA SALLE 01
6604;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;MANANETIVOHITRA;EPP MANANETIVOHITRA;140605130102;EPP MANANETIVOHITRA SALLE 02
6605;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;AMBATOLAHINDRAFITO;EPP AMBATOLAHINDRAFITO;140605140101;EPP AMBATOLAHINDRAFITO SALLE 01
6606;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;AMBATOLAHINDRAFITO;EPP AMBATOLAHINDRAFITO;140605140102;EPP AMBATOLAHINDRAFITO SALLE 02
6607;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;MIARAMASOANDRO;EPP MIARAMASOANDRO;140605150101;EPP MIARAMASOANDRO SALLE 01
6608;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;MIARAMASOANDRO;EPP MIARAMASOANDRO;140605150102;EPP MIARAMASOANDRO SALLE 02
6609;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;ANDRAINARIVO;EPP ANDRAINARIVO;140605160101;EPP ANDRAINARIVO SALLE 01
6610;VAKINANKARATRA;FARATSIHO;MIANDRARIVO;ANDRAINARIVO;EPP ANDRAINARIVO;140605160102;EPP ANDRAINARIVO SALLE 02
6611;VAKINANKARATRA;FARATSIHO;RAMAINANDRO;RAMAINANDRO;EPP RAMAINANDRO;140606010101;EPP RAMAINANDRO SALLE 01
6612;VAKINANKARATRA;FARATSIHO;RAMAINANDRO;RAMAINANDRO;EPP RAMAINANDRO;140606010102;EPP RAMAINANDRO SALLE 02
6613;VAKINANKARATRA;FARATSIHO;RAMAINANDRO;ALAHADY;EPP ALAHADY;140606020101;EPP ALAHADY SALLE 01
6614;VAKINANKARATRA;FARATSIHO;RAMAINANDRO;ANKONABE I;EPP ANKONABE I;140606030101;EPP ANKONABE I SALLE 01
6615;VAKINANKARATRA;FARATSIHO;RAMAINANDRO;ALATSINAINY BEVOKA;EPP ALATSINAINY BEVOKA;140606040101;EPP ALATSINAINY BEVOKA SALLE 01
6616;VAKINANKARATRA;FARATSIHO;RAMAINANDRO;ALATSINAINY BEVOKA;EPP ALATSINAINY BEVOKA;140606040102;EPP ALATSINAINY BEVOKA SALLE 02
6617;VAKINANKARATRA;FARATSIHO;RAMAINANDRO;ISAHA;EPP AMPAISOKELY;140606050101;EPP AMPAISOKELY SALLE 01
6618;VAKINANKARATRA;FARATSIHO;RAMAINANDRO;TSARAMANDIMBY;EPP TSARAMANDIMBY;140606060101;EPP TSARAMANDIMBY SALLE 01
6619;VAKINANKARATRA;FARATSIHO;RAMAINANDRO;TSARAMANDIMBY;EPP TSARAMANDIMBY;140606060102;EPP TSARAMANDIMBY SALLE 02
6620;VAKINANKARATRA;FARATSIHO;RAMAINANDRO;ANKONABE II;EPP ANKONABE II;140606070101;EPP ANKONABE II SALLE 01
6621;VAKINANKARATRA;FARATSIHO;RAMAINANDRO;AMBATOMENALOHA;EPP AMBATOMENALOHA;140606080101;EPP AMBATOMENALOHA SALLE 01
6622;VAKINANKARATRA;FARATSIHO;RAMAINANDRO;AMBATOMENALOHA;EPP AMBATOMENALOHA;140606080102;EPP AMBATOMENALOHA SALLE 02
6623;VAKINANKARATRA;FARATSIHO;RAMAINANDRO;AMBOHITRAMBO;EPP AMBOHITRAMBO;140606090101;EPP AMBOHITRAMBO SALLE 01
6624;VAKINANKARATRA;FARATSIHO;RAMAINANDRO;AMBOHITRAMBO;EPP AMBOHITRAMBO;140606090102;EPP AMBOHITRAMBO SALLE 02
6625;VAKINANKARATRA;FARATSIHO;RAMAINANDRO;MAROMENA;EPP MAROMENA;140606100101;EPP MAROMENA SALLE 01
6626;VAKINANKARATRA;FARATSIHO;RAMAINANDRO;MAROMENA;EPP MAROMENA;140606100102;EPP MAROMENA SALLE 02
6627;VAKINANKARATRA;FARATSIHO;RAMAINANDRO;MIARINKOFENO II;EPP BESARIVOLA;140606110101;EPP BESARIVOLA SALLE 01
6628;VAKINANKARATRA;FARATSIHO;RAMAINANDRO;FIADANANA;EPP FIADANANA;140606120101;EPP FIADANANA SALLE 01
6629;VAKINANKARATRA;FARATSIHO;RAMAINANDRO;FIADANANA;EPP FIADANANA;140606120102;EPP FIADANANA SALLE 02
6630;VAKINANKARATRA;FARATSIHO;VALABETOKANA;AMBONILOHA;EPP AMBATOASANA;140607010101;EPP AMBATOASANA SALLE 01
6631;VAKINANKARATRA;FARATSIHO;VALABETOKANA;AMBONILOHA;EPP AMBATOASANA;140607010102;EPP AMBATOASANA SALLE 02
6632;VAKINANKARATRA;FARATSIHO;VALABETOKANA;ANDRANOMANJAKA;EPP ANDRANOMANJAKA;140607020101;EPP ANDRANOMANJAKA SALLE 01
6633;VAKINANKARATRA;FARATSIHO;VALABETOKANA;ANTSAHATANTERAKA;EPP ANDRANOVELONA;140607030101;EPP ANDRANOVELONA SALLE 01
6634;VAKINANKARATRA;FARATSIHO;VALABETOKANA;ANTSAHATANTERAKA;EPP ANDRANOVELONA;140607030102;EPP ANDRANOVELONA SALLE 02
6635;VAKINANKARATRA;FARATSIHO;VALABETOKANA;TSIONA;EPP TSIONA;140607040101;EPP TSIONA SALLE 01
6636;VAKINANKARATRA;FARATSIHO;VALABETOKANA;VOHIBAZAHA;CEG VOHIBAZAHA;140607050101;CEG VOHIBAZAHA SALLE 01
6637;VAKINANKARATRA;FARATSIHO;VALABETOKANA;VOHIBAZAHA;CEG VOHIBAZAHA;140607050102;CEG VOHIBAZAHA SALLE 02
6638;VAKINANKARATRA;FARATSIHO;FARAVOHITRA;FARAVOHITRA;EPP FARAVOHITRA;140608010101;EPP FARAVOHITRA SALLE 01
6639;VAKINANKARATRA;FARATSIHO;FARAVOHITRA;FARAVOHITRA;EPP FARAVOHITRA;140608010102;EPP FARAVOHITRA SALLE 02
6640;VAKINANKARATRA;FARATSIHO;FARAVOHITRA;FARAVOHITRA;EPP FARAVOHITRA;140608010103;EPP FARAVOHITRA SALLE 03
6641;VAKINANKARATRA;FARATSIHO;FARAVOHITRA;FENOMANANTSOA;EPP FENOMANANA;140608020101;EPP FENOMANANA SALLE 01
6642;VAKINANKARATRA;FARATSIHO;FARAVOHITRA;FENOMANANTSOA;EPP FENOMANANA;140608020102;EPP FENOMANANA SALLE 02
6643;VAKINANKARATRA;FARATSIHO;FARAVOHITRA;ANDREFANINANOBE;EPP ANALAMITIA;140608030101;EPP ANALAMITIA SALLE 01
6644;VAKINANKARATRA;FARATSIHO;FARAVOHITRA;ANDREFANINANOBE;EPP ANALAMITIA;140608030102;EPP ANALAMITIA SALLE 02
6645;VAKINANKARATRA;FARATSIHO;FARAVOHITRA;AMPARIHIMANGA;EPP AMPARIHIMANGA;140608040101;EPP AMPARIHIMANGA SALLE 01
6646;VAKINANKARATRA;FARATSIHO;FARAVOHITRA;AMBOHITSARA;EPP SOAHIADANANA;140608050101;EPP SOAHIADANANA SALLE 01
6647;VAKINANKARATRA;FARATSIHO;FARAVOHITRA;AMBOHITSARA;EPP SOAHIADANANA;140608050102;EPP SOAHIADANANASALLE 02
6648;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;TSARAZAFY;CEG TSARAZAFY;140609010101;CEG TSARAZAFY SALLE 01
6649;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;TSARAZAFY;CEG TSARAZAFY;140609010102;CEG TSARAZAFY SALLE 02
6650;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;TSARAZAFY;CEG TSARAZAFY;140609010103;CEG TSARAZAFY SALLE 03
6651;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;TSARAMANDIMBY;EPP ANTARAZO;140609020101;EPP ANTARAZO SALLE 01
6652;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;TSARAMANDIMBY;EPP ANTARAZO;140609020102;EPP ANTARAZO SALLE 02
6653;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;MANAOVASOA;EPP ANTSAHAPETRAKA;140609030101;EPP ANTSAHAPETRAKA SALLE 01
6654;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;MANAOVASOA;EPP ANTSAHAPETRAKA;140609030102;EPP ANTSAHAPETRAKA SALLE 02
6655;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;AMBOHIMAHASOA I;EPP AMBOHIKAMBANA;140609040101;EPP AMBOHIKAMBANA SALLE 01
6656;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;AMBOHIMANJAKA;EPP BELAMOSINA;140609050101;EPP BELAMOSINA SALLE 01
6657;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;AMBOHIMANJAKA;EPP BELAMOSINA;140609050102;EPP BELAMOSINA SALLE 02
6658;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;AMBOHIMANDROSO;EPP AMBOHIJATOVO;140609060101;EPP AMBOHIJATOVO SALLE 01
6659;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;AMBOHIMANDROSO;EPP AMBOHIJATOVO;140609060102;EPP AMBOHIJATOVO SALLE 02
6660;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;AMBOHIMAHASOA II;EPP ANKARARANA;140609070101;EPP ANKARARANA SALLE 01
6661;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;AMBOHIMAHASOA II;EPP ANKARARANA;140609070102;EPP ANKARARANASALLE 02
6662;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;TSARAMANDROSO MORAFENO;EPP AMBODISAHA;140609080101;EPP AMBODISAHA SALLE 01
6663;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;TSARAMANDROSO MORAFENO;EPP AMBODISAHA;140609080102;EPP AMBODISAHA SALLE 02
6664;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;TSARAFARA;EPP AMPARIHIMENA;140609090101;EPP AMPARIHIMENA SALLE 01
6665;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;TSARAFARA;EPP AMPARIHIMENA;140609090102;EPP AMPARIHIMENA SALLE 02
6666;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;MANANETIVOHITRA;EPP AMBATOMAINTY;140609100101;EPP AMBATOMAINTY SALLE 01
6667;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;MANANETIVOHITRA;EPP AMBATOMAINTY;140609100102;EPP AMBATOMAINTY SALLE 02
6668;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;AMBERO/TSARAMODY;EPP AMBERO;140609110101;EPP AMBERO SALLE 01
6669;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;AMBERO/TSARAMODY;EPP AMBERO;140609110102;EPP AMBERO SALLE 02
6670;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;TSARAMIAFARA;EPP BEMASOANDRO;140609120101;EPP BEMASOANDRO SALLE 01
6671;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;TSARAMIAFARA;EPP BEMASOANDRO;140609120102;EPP BEMASOANDRO SALLE 02
6672;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;AMBOHITRARIVO/MAHASOA;EPP ANTSAMPANIMAHAZO;140609130101;EPP ANTSAMPANIMAHAZO SALLE 01
6673;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;AMBOHITRARIVO/MAHASOA;EPP ANTSAMPANIMAHAZO;140609130102;EPP ANTSAMPANIMAHAZO SALLE 02
6674;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;AMBOHITRARIVO/MAHASOA;EPP ANTSAMPANIMAHAZO;140609130103;EPP ANTSAMPANIMAHAZO SALLE 03
6675;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;AMBOHIMANARIVO;EPP MAINGOKA;140609140101;EPP MAINGOKA SALLE 01
6676;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;AMBOHIMANARIVO;EPP AMBOHITANORA;140609140201;EPP AMBOHITANORA SALLE 01
6677;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;AMBOHIMANARIVO;EPP AMBOHITANORA;140609140202;EPP AMBOHITANORA SALLE 02
6678;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;TELOMIREFY/SOAHIADANANA;EPP AMBATONDRADAMA;140609150101;EPP AMBATONDRADAMA SALLE 01
6679;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;TELOMIREFY/SOAHIADANANA;EPP AMBATONDRADAMA;140609150102;EPP AMBATONDRADAMA SALLE 02
6680;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;TELOMIREFY/SOAHIADANANA;EPP AMBATONDRADAMA;140609150103;EPP AMBATONDRADAMA SALLE 03
6681;VAKINANKARATRA;FARATSIHO;VINANINONY SUD;TELOMIREFY/SOAHIADANANA;EPP AMBATONDRADAMA;140609150104;EPP AMBATONDRADAMA SALLE 04
6682;VAKINANKARATRA;MANDOTO;MANDOTO;AMBARARATA;EPP AMBARARATA;140701010101;EPP AMBARARATA
6683;VAKINANKARATRA;MANDOTO;MANDOTO;AMPARIHY FENOMANANA;EPP AMPARIHY FENOMANANA;140701030101;EPP AMPARIHY FENOMANANA SALLE 01
6684;VAKINANKARATRA;MANDOTO;MANDOTO;AMPARIHY FENOMANANA;EPP AMPARIHY FENOMANANA;140701030102;EPP AMPARIHY FENOMANANA SALLE 02
6685;VAKINANKARATRA;MANDOTO;MANDOTO;AMPOTAKA;EPP AMPOTAKA;140701040101;EPP AMPOTAKA SALLE 01
6686;VAKINANKARATRA;MANDOTO;MANDOTO;AMPOTAKA;EPP AMPOTAKA;140701040102;EPP AMPOTAKA SALLE 02
6687;VAKINANKARATRA;MANDOTO;MANDOTO;ANALAVORY;EPP ANALAVORY;140701050101;EPP ANALAVORY SALLE 01
6688;VAKINANKARATRA;MANDOTO;MANDOTO;ANALAVORY;EPP ANALAVORY;140701050102;EPP ANALAVORY SALLE 02
6689;VAKINANKARATRA;MANDOTO;MANDOTO;ANTANETY NORD;EPP ANTANETY;140701070101;EPP ANTANETY SALLE 01
6690;VAKINANKARATRA;MANDOTO;MANDOTO;ANTANETY NORD;EPP ANTANETY;140701070102;EPP ANTANETY SALLE 02
6691;VAKINANKARATRA;MANDOTO;MANDOTO;MANDOTO;EPP MANDOTO;140701080101;EPP MANDOTO SALLE 01
